"","title","beds","bath","area","adress","type","purpose","flooPlan","url","lastUpdated","price","lon","lat","address"
"2663","2400 Sq Ft Distinct Apartment For Rent In Baridhara, Dutabash Road","3","3","1,500 sqft","Baridhara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1412902-400x300.webp","https://www.bproperty.com/en/property/details-5485666.html","April 26, 2022","1.1 Lakh",90.420766,23.7998984,"baridhara, dhaka 1212, bangladesh"
"2664","For Conducting A Secure Life You Can Take Rent 2700 Sq Ft Spacious Apartment At Baridhara .","3","3","1,475 sqft","Baridhara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1519497-400x300.webp","https://www.bproperty.com/en/property/details-3828002.html","April 26, 2022","1 Lakh",90.420766,23.7998984,"baridhara, dhaka 1212, bangladesh"
"2665","1400 Sq Ft Secured And Suitable Flat For Rent In Ahmed Nagar, Paikpara","4","4","1,500 sqft","Paikpara, Ahmed Nagar, Mirpur, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1548796-400x300.webp","https://www.bproperty.com/en/property/details-5142756.html","April 26, 2022","16 Thousand",90.3604329,23.7865293,"s paikpara rd, dhaka, bangladesh"
"2666","This 1654 Sq. Ft Flat Which Is Available In Rajuk Uttara Apartment Project For Rent Will Ensure Your Higher Quality Of Living","3","4","1,500 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1548796-400x300.webp","https://www.bproperty.com/en/property/details-4594427.html","April 26, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2667","A Very Well-fitted Home Is Here Sited At Rajuk Uttara Apartment Project Featuring 1654 Sq Ft Space For Rent","3","4","","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4594524.html","April 26, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2668","Visit This 1654 Sq Ft Ready Flat For Rent In Uttara-18, Rajuk Uttara Apartment Project","3","4","1,880 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1570433-400x300.webp","https://www.bproperty.com/en/property/details-4780757.html","April 27, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2669","Grab This Nice 1644 Sq Ft rental Home in Uttara 18, To Fulfill Your Demand","3","4","1,880 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1570433-400x300.webp","https://www.bproperty.com/en/property/details-5370223.html","July 24, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2670","Good news! This 1654 Sq Ft Flat for Rent in Uttara 18 which can be your next destination","3","4","","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5370199.html","July 24, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2671","Wow! This 1654 Sq Ft Home for Rent in Uttara 18 which can be your next destination","3","4","","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5370198.html","July 24, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2672","Enjoy Living In This 1654 Sq Ft Flat With Modern Facilities, Up For Rent In Uttara-18","3","4","","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4595045.html","April 27, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2673","Discover Your Place in a 1654 Sq Ft Structurally Well Built Flat for Rent in Uttara 18","3","4","","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5370186.html","June 12, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2674","1654 Sq Ft Flat With Secured Residential Affairs Is Up For Rent In Uttara-18","3","4","","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4594936.html","April 27, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2675","Build Your Perfect Life In This 1654 Sq Ft Flat For Rent In Uttara-18","3","4","","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4594637.html","April 27, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2676","Grab This Modern And Classy 1654 Sq Ft Flat For Rent In Uttara-18","3","4","","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-4594596.html","April 27, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2677","We Are Recommending To You This Modern And Reasonable 1654 Sq Ft Flat For Rent In Uttara-18","3","4","1,700 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1494002-400x300.webp","https://www.bproperty.com/en/property/details-4594517.html","April 27, 2022","15 Thousand",90.3559709,23.856438,"v944+h9g rajuk uttara apartment project, dhaka 1230, bangladesh"
"2678","This Flat Of 1100 Sq Ft Consisting Of Nice Rooms And Balconies Is Up For Rent In Dakshin Khan, Faydabad","3","2","1,800 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1510296-400x300.webp","https://www.bproperty.com/en/property/details-5485421.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2679","Good news! This 1100 Sq Ft Flat for Rent in Faydabad which can be your next destination","3","2","1,800 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1456065-400x300.webp","https://www.bproperty.com/en/property/details-4522948.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2680","Find Your Peace In This 1100 Sq Ft Apartment For Rent In Dakshin Khan, Faydabad","3","2","1,500 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1324537-400x300.webp","https://www.bproperty.com/en/property/details-5485417.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2681","A Fascinating Flat Of 1100 Sq Ft Is Up For Rent In Dakshin Khan, Faydabad","3","2","1,654 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1313284-400x300.webp","https://www.bproperty.com/en/property/details-5485419.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2682","1100 Sq Ft Apartment With 3 Bedrooms Is Up For Rent In Faydabad, Gono Koborsthan","3","2","1,500 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1324537-400x300.webp","https://www.bproperty.com/en/property/details-5485416.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2683","Discover Your Place in a 1000 Sq Ft Structurally Well Built Flat for Rent in Uttar Khan","3","3","1,500 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/649859-400x300.webp","https://www.bproperty.com/en/property/details-5484385.html","April 26, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2684","Let Us help you to rent this 800 SQ FT Flat which is now available in Uttar Khan","2","2","1,500 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/649859-400x300.webp","https://www.bproperty.com/en/property/details-5484407.html","July 24, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2685","Don’t waste you valuable time! You Can Take This 1100 Sq Ft Flat for Rent in Faydabad","3","2","1,500 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/649859-400x300.webp","https://www.bproperty.com/en/property/details-5485415.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2686","Spot Your Place in a 1100 Sq Ft Structurally Well Built Apartment for Rent in Faydabad","3","2","1,500 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/649859-400x300.webp","https://www.bproperty.com/en/property/details-5485420.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2687","Find Your Place in a 1100 Sq Ft Structurally Well Built Home For Rent in Faydabad","3","2","1,500 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/649859-400x300.webp","https://www.bproperty.com/en/property/details-5485418.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2688","800 Square Feet Apartment With 2 Cozy Bedrooms Is Ready For Rent In Uttar Khan, Union High School Road","2","2","1,200 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1514243-400x300.webp","https://www.bproperty.com/en/property/details-5484409.html","August 19, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2689","We Are Assisting You To Rent This 1000 Square Feet Apartment In Uttar Khan","3","3","1,200 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1514243-400x300.webp","https://www.bproperty.com/en/property/details-5484382.html","April 26, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2690","Dwell In This 1100 Sq Ft Apartment For Rent In Dakshin Khan, Faydabad","3","2","1,200 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/771656-400x300.webp","https://www.bproperty.com/en/property/details-4522958.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2691","Rent This 1100 Sq Ft Apartment With 2 Balconies In Dakshin Khan, Faydabad","3","2","1,150 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/771818-400x300.webp","https://www.bproperty.com/en/property/details-4522957.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2692","A Standard Flat Of 1100 Sq Ft Is Ready For Rent In Dakshin Khan, Faydabad","3","2","1,100 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1447798-400x300.webp","https://www.bproperty.com/en/property/details-4522956.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2693","View This 1100 Sq Ft Apartment With 3 Bedrooms For Rent In Dakshin Khan","3","2","1,100 sqft","Faydabad, Dakshin Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1352185-400x300.webp","https://www.bproperty.com/en/property/details-4522954.html","April 26, 2022","15 Thousand",90.4136962,23.8772544,"faydabad, dhaka 1230, bangladesh"
"2694","Grab This 1000 Square Feet Apartment Ready For Rent In Uttar Khan","3","3","1,100 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517662-400x300.webp","https://www.bproperty.com/en/property/details-5484400.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2695","Evaluate This 1000 Square Feet Apartment Ready For Rent In Uttar Khan","3","3","1,100 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1352185-400x300.webp","https://www.bproperty.com/en/property/details-5484401.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2696","Do Not Wait To Rent This 1000 Square Feet Apartment In Uttar Khan","3","3","1,100 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1352187-400x300.webp","https://www.bproperty.com/en/property/details-5484402.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2697","A 800 Sq Ft Flat For Rent With Convenient Bedrooms That Is Available In Uttar Khan Near To Union High School .","2","2","900 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/970763-400x300.webp","https://www.bproperty.com/en/property/details-5484411.html","August 17, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2698","Evaluate The Atmosphere Of This 1000 Square Feet Apartment Ready For Rent In Uttar Khan","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1491439-400x300.webp","https://www.bproperty.com/en/property/details-5484403.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2699","Shift In This 1000 Square Feet Apartment Ready For Rent In Uttar Khan","3","3","900 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/970763-400x300.webp","https://www.bproperty.com/en/property/details-5484404.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2700","Obtain This 1000 Sq Ft Rental Property At Uttar Khan Beside To Union High School With A Very Affordable Price","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1515977-400x300.webp","https://www.bproperty.com/en/property/details-5484388.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2701","Make This 1000 Sq Feet -3 Bedroom Decent Flat Yours, By Renting It In Uttar Khan Close To Union High School .","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1515977-400x300.webp","https://www.bproperty.com/en/property/details-5484384.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2702","Let Us Give You A Good Home! A 1000 Sq Ft Flat For Rent In Uttar Khan Next To Union High School","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517257-400x300.webp","https://www.bproperty.com/en/property/details-5484380.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2703","1000 Square Feet Apartment Is Ready For Rent In Uttar Khan","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1515977-400x300.webp","https://www.bproperty.com/en/property/details-5484379.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2704","Rent This Amazing 1000 Square Feet Apartment In Uttar Khan","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517254-400x300.webp","https://www.bproperty.com/en/property/details-5484378.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2705","1000 Square Feet Apartment With 3 Bedrooms Is Ready For Rent In Uttar Khan","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517291-400x300.webp","https://www.bproperty.com/en/property/details-5484377.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2706","Live At Ease In This 1000 Square Feet Apartment Ready For Rent In Uttar Khan","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517320-400x300.webp","https://www.bproperty.com/en/property/details-5484376.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2707","1000 Square Feet Apartment With Nice Rooms Is Ready For Rent In Uttar Khan","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517318-400x300.webp","https://www.bproperty.com/en/property/details-5484375.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2708","A Ready 1000 Sq. Ft -3 Bedroom Apartment For Rent In Uttar Khan Near By Union High School .","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517618-400x300.webp","https://www.bproperty.com/en/property/details-5484381.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2709","Start Your New Home, In This Reasonable And Comfortable Flat Which Is Up For Rent In Uttar Khan, Nearby Union High School .","3","3","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517531-400x300.webp","https://www.bproperty.com/en/property/details-5484387.html","July 16, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2710","Seize This 800 Square Feet Apartment Up For Rent In Uttar Khan","2","2","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517193-400x300.webp","https://www.bproperty.com/en/property/details-5484424.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2711","800 Square Feet Apartment Is Waiting For Rent In Uttar Khan","2","2","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517531-400x300.webp","https://www.bproperty.com/en/property/details-5484425.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2712","A 800 Square Feet Flat Is Ready To Grow Your Home Experience In Uttar Khan .","2","2","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517531-400x300.webp","https://www.bproperty.com/en/property/details-5484426.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2713","We Are Pleased To Offer This Moderate 800 Sq Ft Apartment In Uttar Khan Very Next To Union High School","2","2","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517255-400x300.webp","https://www.bproperty.com/en/property/details-5484427.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2714","In The Beautiful Neighborhood Of Uttar Khan Next To Uttarkhan Adarsha Para Jame Masjid A 800 Square Feet Flat Is Up For Rent","2","2","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517531-400x300.webp","https://www.bproperty.com/en/property/details-5484428.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2715","Your Desired 2 Bedroom Home In Uttar Khan Close To Uttarkhan Adarsha Para Jame Masjid Is Now Vacant For Rent","2","2","900 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1515994-400x300.webp","https://www.bproperty.com/en/property/details-5484429.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2716","This 800 Sq. Ft Home In Uttar Khan Near Uttarkhan Adarsha Para Jame Masjid Is Up For Rent In A Wonderful Neighborhood","2","2","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1516189-400x300.webp","https://www.bproperty.com/en/property/details-5484430.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2717","Check This 2 Bedroom Flat In Uttar Khan For Rent Which Is Ready To Move In","2","2","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517255-400x300.webp","https://www.bproperty.com/en/property/details-5484431.html","August 8, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2718","800 Sq Ft Cozy Flat For Rent In Uttar Khan Near To Uttarkhan Adarsha Para Jame Masjid, With Impressive Features And Price.","2","2","1,000 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517194-400x300.webp","https://www.bproperty.com/en/property/details-5484432.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2719","Define Your Home Taste By Renting This Residence Of 800 Sq Ft Close To Uttarkhan Adarsha Para Jame Masjid .","2","2","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517196-400x300.webp","https://www.bproperty.com/en/property/details-5484433.html","April 25, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2720","Attain Your Desire Of Renting This Decent 800 Sq Ft Flat In Uttar Khan .","2","2","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1516225-400x300.webp","https://www.bproperty.com/en/property/details-5484434.html","June 5, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2721","This Flat In Uttar Khan Near Uttarkhan Adarsha Para Jame Masjid Is Up For Rent With A Convenient Price .","2","2","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1518245-400x300.webp","https://www.bproperty.com/en/property/details-5484435.html","June 5, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2722","Don’t waste you valuable time! You Can Take This 1000 Sq Ft Flat for Rent in Uttar Khan","3","3","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517196-400x300.webp","https://www.bproperty.com/en/property/details-5484389.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2723","Are you in hurry? No worries! You Can Take This 1000 Sq Ft Flat for Rent in Uttar Khan","3","3","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517122-400x300.webp","https://www.bproperty.com/en/property/details-5484390.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2724","Use your time perfectly to take Take This 1000 Sq Ft Flat for Rent in Uttar Khan","3","3","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517122-400x300.webp","https://www.bproperty.com/en/property/details-5484391.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2725","Good news! This 1000 Sq Ft Flat for Rent in Uttar Khan which can be your next destination","3","3","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517461-400x300.webp","https://www.bproperty.com/en/property/details-5484392.html","April 25, 2022","14 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2726","800 Sq Ft Refreshing Apartment For Rent In Uttar Khan, Union High School Road","2","2","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517196-400x300.webp","https://www.bproperty.com/en/property/details-5484095.html","April 22, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2727","800 Sq Ft Apartment With A Great Atmosphere Is For Rent In Uttar Khan, Union High School Road","2","2","800 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517122-400x300.webp","https://www.bproperty.com/en/property/details-5484097.html","April 22, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2728","700 Sq Ft Apartment With Special Features For Rent In Uttar Khan, Adarsha Para","2","2","800 sqft","Adarsha Para, Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1518245-400x300.webp","https://www.bproperty.com/en/property/details-5483892.html","April 22, 2022","10 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2729","700 Sq Ft Apartment For Rent In Uttar Khan, Adarsha Para, Mazar Road","2","2","800 sqft","Adarsha Para, Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1518245-400x300.webp","https://www.bproperty.com/en/property/details-5483895.html","April 22, 2022","10 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2730","Enter This 700 Sq Ft Apartment For Rent In Uttar Khan, Adarsha Para","2","2","800 sqft","Adarsha Para, Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517437-400x300.webp","https://www.bproperty.com/en/property/details-5483888.html","April 22, 2022","10 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
"2731","700 Sq Ft Cozy Flat For Rent In Joar Shahara Bazar Road , With Impressive Features And Price.","2","2","800 sqft","Joar Sahara, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1517122-400x300.webp","https://www.bproperty.com/en/property/details-4919119.html","June 4, 2022","13 Thousand",90.4184093,23.8177528,"joar shahara, dhaka, bangladesh"
"2732","Celebrate Life Each Day In Your New Apartment Of 650 Sq Ft At Manikdi - Nomboritek With Your Beloved Family.","2","2","","North Manikdi, Manikdi, Cantonment, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5458688.html","August 4, 2022","11 Thousand",90.3919059,23.8260022,"manikdi, dhaka, bangladesh"
"2733","A Nicely Build 650 Sq Ft And 2 Bedroom Apartment Is Vacant For Rent In Nomboritek, Manikdi .","2","2","850 sqft","North Manikdi, Manikdi, Cantonment, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1530542-400x300.webp","https://www.bproperty.com/en/property/details-5458687.html","August 4, 2022","11 Thousand",90.3919059,23.8260022,"manikdi, dhaka, bangladesh"
"2734","Here Is A Moderate Residence Of 650 Sq Ft Waiting For Rent At Kuril Close To Kazi Bari Masjid","2","1 Bath","","Kuril, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/2-240x180.webp","https://www.bproperty.com/en/property/details-5169291.html","April 24, 2022","12 Thousand",90.4231228,23.8207146,"kuril, dhaka, bangladesh"
"2735","Define Your Home Taste By Renting This Residence Of 800 Sq Ft At Uttar Khan Near To Union High School .","2","2","700 sqft","Uttar Khan, Dhaka","Apartment","For Rent","https://images-cdn.bproperty.com/thumbnails/1530148-400x300.webp","https://www.bproperty.com/en/property/details-5484420.html","August 17, 2022","12 Thousand",90.4478783,23.8726978,"uttar khan, dhaka, bangladesh"
