"","City","State.short","State.full","County","City.alias","address","lon","lat"
"1656","Embarrass","MN","Minnesota","SAINT LOUIS","Embarrass","Embarrass, Minnesota",-92.1979466,47.6590897
"1657","Hibbing","MN","Minnesota","SAINT LOUIS","Silica","Silica, Minnesota",-93.02056,47.2647199
"1658","Iron","MN","Minnesota","SAINT LOUIS","Iron","Iron, Minnesota",-92.6033333,47.4188889
"1659","Mcgregor","MN","Minnesota","AITKIN","Shamrock","Shamrock, Minnesota",-93.2732003,46.7205099
"1660","Marble","MN","Minnesota","ITASCA","Marble","Marble, Minnesota",-93.2987227,47.320509
"1661","Tamarack","MN","Minnesota","AITKIN","Tamarack","Tamarack, Minnesota",-93.1271635,46.6443915
"1662","Tamarack","MN","Minnesota","AITKIN","Balsam","Balsam, Minnesota",-93.4074087,47.4966925
"1663","Tower","MN","Minnesota","SAINT LOUIS","Tower","Tower, Minnesota",-92.2746054,47.8054749
"1664","Twig","MN","Minnesota","SAINT LOUIS","Twig","Twig, Minnesota",-92.3646341,46.8943846
"1665","Altura","MN","Minnesota","WINONA","Weaver","Weaver, Minnesota",-91.9287717,44.2149646
"1666","Dakota","MN","Minnesota","WINONA","Dakota","Dakota, Minnesota",-91.3605035,43.9135799
"1667","Mankato","MN","Minnesota","BLUE EARTH","Skyline","Skyline, Minnesota",-94.0307892,44.1421882
"1668","Conger","MN","Minnesota","FREEBORN","Conger","Conger, Minnesota",-93.5282708,43.6149554
"1669","Elysian","MN","Minnesota","LE SUEUR","Elysian","Elysian, Minnesota",-93.673838,44.1985771
"1670","Freeborn","MN","Minnesota","FREEBORN","Freeborn","Freeborn, Minnesota",-93.5641078,43.76579
"1671","Frost","MN","Minnesota","FARIBAULT","Frost","Frost, Minnesota",-93.92662,43.5863438
"1672","Winnebago","MN","Minnesota","FARIBAULT","Winnebago","Winnebago, Minnesota",-94.1657949,43.767733
"1673","Windom","MN","Minnesota","COTTONWOOD","Delft","Delft, Minnesota",-95.0888797,43.9863461
"1674","Hills","MN","Minnesota","ROCK","Hills","Hills, Minnesota",-96.3642026,43.5285833
"1675","Barry","MN","Minnesota","BIG STONE","Barry","Barry, Minnesota",-96.5599256,45.5587227
"1676","Cosmos","MN","Minnesota","MEEKER","Cosmos","Cosmos, Minnesota",-94.6966609,44.9360731
"1677","Marietta","MN","Minnesota","LAC QUI PARLE","Nassau","Nassau, Minnesota",-96.4444444,45.0680556
"1678","Vesta","MN","Minnesota","REDWOOD","Vesta","Vesta, Minnesota",-95.4163965,44.5077348
"1679","Belgrade","MN","Minnesota","STEARNS","Regal","Regal, Minnesota",-94.8455649,45.4071866
"1680","Bock","MN","Minnesota","MILLE LACS","Bock","Bock, Minnesota",-93.5569028,45.7849627
"1681","Glenwood","MN","Minnesota","POPE","Terrace","Terrace, Minnesota",-95.3200305,45.5099624
"1682","Isle","MN","Minnesota","MILLE LACS","Isle","Isle, Minnesota",-93.4707923,46.138011
"1683","Bertha","MN","Minnesota","TODD","Bertha","Bertha, Minnesota",-95.0628047,46.2666295
"1684","Menahga","MN","Minnesota","WADENA","Blueberry","Blueberry, Minnesota",-95.1046033,46.7795249
"1685","Motley","MN","Minnesota","MORRISON","Motley","Motley, Minnesota",-94.6461768,46.336633
"1686","Palisade","MN","Minnesota","AITKIN","Workman","Workman, Minnesota",-93.3585062,46.7180432
"1687","Park Rapids","MN","Minnesota","HUBBARD","Dorset","Dorset, Minnesota",-94.9525169,46.9563476
"1688","Pillager","MN","Minnesota","CASS","Sylvan","Sylvan, Minnesota",-94.4066713,46.3349669
"1689","Nimrod","MN","Minnesota","WADENA","Nimrod","Nimrod, Minnesota",-94.8808507,46.638849
"1690","Staples","MN","Minnesota","WADENA","Staples","Staples, Minnesota",-94.794844,46.3557159
"1691","Staples","MN","Minnesota","WADENA","Poplar","Poplar, Minnesota",-94.6966783,46.5866285
"1692","Barnesville","MN","Minnesota","CLAY","Downer","Downer, Minnesota",-96.4870146,46.7541272
"1693","Dent","MN","Minnesota","OTTER TAIL","Dent","Dent, Minnesota",-95.716435,46.5535705
"1694","Fertile","MN","Minnesota","POLK","Fertile","Fertile, Minnesota",-96.2803328,47.5360765
"1695","Pelican Rapids","MN","Minnesota","OTTER TAIL","Cormorant","Cormorant, Minnesota",-96.1025429,46.759778
"1696","Richville","MN","Minnesota","OTTER TAIL","Basswood","Basswood, Minnesota",-95.6933794,46.4555155
"1697","Twin Valley","MN","Minnesota","NORMAN","Faith","Faith, Minnesota",-96.0989388,47.2869062
"1698","Winger","MN","Minnesota","POLK","Winger","Winger, Minnesota",-95.9883725,47.5360732
"1699","Bemidji","MN","Minnesota","BELTRAMI","Northern","Northern, Minnesota",-94.8476633,47.5629723
"1700","Baudette","MN","Minnesota","LAKE OF THE WOODS","Carp","Carp, Minnesota",-94.6471674,48.5052487
"1701","Baudette","MN","Minnesota","LAKE OF THE WOODS","Border","Border, Minnesota",-94.2782474,48.6966327
"1702","Bigfork","MN","Minnesota","ITASCA","Stokes","Stokes, Minnesota",-93.6963509,47.6846416
"1703","Blackduck","MN","Minnesota","BELTRAMI","Hornet","Hornet, Minnesota",-94.4798806,47.8148144
"1704","Blackduck","MN","Minnesota","BELTRAMI","Birch","Birch, Minnesota",-94.4939803,47.6167723
"1705","Bowstring","MN","Minnesota","ITASCA","Bowstring","Bowstring, Minnesota",-93.7965975,47.5430026
"1706","Clearbrook","MN","Minnesota","CLEARWATER","Eddy","Eddy, Minnesota",-95.4976648,47.6125271
"1707","Deer River","MN","Minnesota","ITASCA","Morse","Morse, Minnesota",-91.9827965,47.8651889
"1708","Gully","MN","Minnesota","POLK","Gully","Gully, Minnesota",-95.6230556,47.7694444
"1709","Max","MN","Minnesota","ITASCA","Max","Max, Minnesota",-94.067997,47.6146742
"1710","Outing","MN","Minnesota","CASS","Outing","Outing, Minnesota",-93.9480252,46.820514
"1711","Shevlin","MN","Minnesota","CLEARWATER","Pinewood","Pinewood, Minnesota",-95.1277838,47.5971767
"1712","Swift","MN","Minnesota","ROSEAU","Swift","Swift, Minnesota",-95.2213442,48.8533195
"1713","Trail","MN","Minnesota","POLK","Trail","Trail, Minnesota",-95.6922414,47.7799582
"1714","Viking","MN","Minnesota","MARSHALL","Viking","Viking, Minnesota",-96.4058804,48.2185838
"1715","Warren","MN","Minnesota","MARSHALL","Radium","Radium, Minnesota",-96.6136673,48.2294188
"1716","Warren","MN","Minnesota","MARSHALL","Angus","Angus, Minnesota",-96.6760005,48.0655368
"1717","Warroad","MN","Minnesota","ROSEAU","Swift","Swift, Minnesota",-95.2213442,48.8533195
"1718","Baltic","SD","South Dakota","MINNEHAHA","Baltic","Baltic, South Dakota",-96.7403289,43.7613629
"1719","Chancellor","SD","South Dakota","TURNER","Chancellor","Chancellor, South Dakota",-96.986997,43.3722033
"1720","Crooks","SD","South Dakota","MINNEHAHA","Crooks","Crooks, South Dakota",-96.8108032,43.6646975
"1721","Hudson","SD","South Dakota","LINCOLN","Moe","Moe, South Dakota",-96.6089284,43.1560966
"1722","Renner","SD","South Dakota","MINNEHAHA","Crooks","Crooks, South Dakota",-96.8108032,43.6646975
"1723","Tea","SD","South Dakota","LINCOLN","Tea","Tea, South Dakota",-96.8358847,43.4463668
"1724","Viborg","SD","South Dakota","TURNER","Hooker","Hooker, South Dakota",-97.0247727,43.199986
"1725","Watertown","SD","South Dakota","CODINGTON","Pelican","Pelican, South Dakota",-99.9018131,43.9695148
"1726","Hazel","SD","South Dakota","HAMLIN","Hazel","Hazel, South Dakota",-97.379524,44.7596872
"1727","New Effington","SD","South Dakota","ROBERTS","Hammer","Hammer, South Dakota",-97.0211944,45.8552367
"1728","Webster","SD","South Dakota","DAY","Lily","Lily, South Dakota",-97.6834219,45.1813467
"1729","White","SD","South Dakota","BROOKINGS","White","White, South Dakota",-96.6497736,44.4346879
"1730","Alexandria","SD","South Dakota","HANSON","Farmer","Farmer, South Dakota",-97.6884035,43.7238686
"1731","Armour","SD","South Dakota","DOUGLAS","Armour","Armour, South Dakota",-98.3467455,43.3186012
"1732","Canova","SD","South Dakota","MINER","Epiphany","Epiphany, South Dakota",-97.661738,43.8491444
"1733","Carpenter","SD","South Dakota","CLARK","Carpenter","Carpenter, South Dakota",-97.9158807,44.6381052
"1734","Chamberlain","SD","South Dakota","BRULE","Chamberlain","Chamberlain, South Dakota",-99.3306556,43.810828
"1735","Emery","SD","South Dakota","HANSON","Emery","Emery, South Dakota",-97.6225672,43.6016478
"1736","Fedora","SD","South Dakota","MINER","Fedora","Fedora, South Dakota",-97.7909105,44.0088656
"1737","Highmore","SD","South Dakota","HYDE","Tennis","Tennis, South Dakota",-99.9018131,43.9695148
"1738","Iroquois","SD","South Dakota","KINGSBURY","Iroquois","Iroquois, South Dakota",-97.8509171,44.3669201
"1739","Miller","SD","South Dakota","HAND","Miller","Miller, South Dakota",-98.988434,44.5183148
"1740","Platte","SD","South Dakota","CHARLES MIX","Academy","Academy, South Dakota",-99.0798134,43.4563876
"1741","Britton","SD","South Dakota","MARSHALL","Kidder","Kidder, South Dakota",-97.713435,45.8830142
"1742","Eureka","SD","South Dakota","MCPHERSON","Hills","Hills, South Dakota",-103.575193,43.9324855
"1743","Faulkton","SD","South Dakota","FAULK","Miranda","Miranda, South Dakota",-98.9642716,44.9719185
"1744","Ipswich","SD","South Dakota","EDMUNDS","Craven","Craven, South Dakota",-98.9251084,45.4421975
"1745","Java","SD","South Dakota","WALWORTH","Java","Java, South Dakota",-99.8865083,45.5033204
"1746","Orient","SD","South Dakota","HAND","Polo","Polo, South Dakota",-99.1095514,44.7794227
"1747","Pierre","SD","South Dakota","HUGHES","Canning","Canning, South Dakota",-100.0320677,44.3963716
"1748","Agar","SD","South Dakota","SULLY","Agar","Agar, South Dakota",-100.0745668,44.8383153
"1749","Blunt","SD","South Dakota","HUGHES","Blunt","Blunt, South Dakota",-99.9920665,44.5122043
"1750","Fort Pierre","SD","South Dakota","STANLEY","Lacy","Lacy, South Dakota",-100.7012544,44.4955354
"1751","Ideal","SD","South Dakota","TRIPP","Ideal","Ideal, South Dakota",-99.9215103,43.5433299
"1752","Mission","SD","South Dakota","TODD","Mission","Mission, South Dakota",-100.6581944,43.3058368
"1753","Presho","SD","South Dakota","LYMAN","Sweeney","Sweeney, South Dakota",-99.9018131,43.9695148
"1754","Winner","SD","South Dakota","TRIPP","Weaver","Weaver, South Dakota",-99.9688636,43.2981729
"1755","Winner","SD","South Dakota","TRIPP","Winner","Winner, South Dakota",-99.8590069,43.3766665
"1756","Wood","SD","South Dakota","MELLETTE","Wood","Wood, South Dakota",-100.4779116,43.498168
"1757","Mobridge","SD","South Dakota","WALWORTH","Gopher","Gopher, South Dakota",-99.9018131,43.9695148
"1758","Mobridge","SD","South Dakota","WALWORTH","Promise","Promise, South Dakota",-100.6037521,45.3327653
"1759","Bison","SD","South Dakota","PERKINS","Cash","Cash, South Dakota",-102.6408016,45.6023812
"1760","Bison","SD","South Dakota","PERKINS","Bison","Bison, South Dakota",-102.4612708,45.5202647
"1761","Bison","SD","South Dakota","PERKINS","Chance","Chance, South Dakota",-102.2812741,45.4099833
"1762","Bullhead","SD","South Dakota","CORSON","Bullhead","Bullhead, South Dakota",-101.0806929,45.7655532
"1763","Eagle Butte","SD","South Dakota","DEWEY","Parade","Parade, South Dakota",-101.1045932,45.02387
"1764","Faith","SD","South Dakota","MEADE","Faith","Faith, South Dakota",-102.0359924,45.0230391
"1765","Meadow","SD","South Dakota","PERKINS","Meadow","Meadow, South Dakota",-102.2599389,45.5294357
"1766","Prairie City","SD","South Dakota","PERKINS","Date","Date, South Dakota",-102.6796054,45.3672095
"1767","Ralph","SD","South Dakota","HARDING","Ralph","Ralph, South Dakota",-103.0660038,45.7766666
"1768","Custer","SD","South Dakota","CUSTER","Bluebell","Bluebell, South Dakota",-103.4824157,43.7166527
"1769","Deadwood","SD","South Dakota","LAWRENCE","Deadwood","Deadwood, South Dakota",-103.7296415,44.376651
"1770","Edgemont","SD","South Dakota","FALL RIVER","Provo","Provo, South Dakota",-103.8249221,43.1910824
"1771","Edgemont","SD","South Dakota","FALL RIVER","Burdock","Burdock, South Dakota",-103.9932617,43.4530292
"1772","Hot Springs","SD","South Dakota","FALL RIVER","Maverick","Maverick, South Dakota",-103.3971611,43.3997125
"1773","Interior","SD","South Dakota","JACKSON","Interior","Interior, South Dakota",-101.9840423,43.7269378
"1774","Kyle","SD","South Dakota","SHANNON","Kyle","Kyle, South Dakota",-102.1765463,43.4249934
"1775","Lead","SD","South Dakota","LAWRENCE","Lead","Lead, South Dakota",-103.7651984,44.3522065
"1776","Mud Butte","SD","South Dakota","MEADE","Opal","Opal, South Dakota",-102.4504417,44.8916545
"1777","Mud Butte","SD","South Dakota","MEADE","Inland","Inland, South Dakota",-99.9018131,43.9695148
"1778","Newell","SD","South Dakota","BUTTE","Hoover","Hoover, South Dakota",-103.2677336,45.1119228
"1779","Oral","SD","South Dakota","FALL RIVER","Oral","Oral, South Dakota",-103.2675861,43.4052883
"1780","Pine Ridge","SD","South Dakota","SHANNON","Calico","Calico, South Dakota",-99.9018131,43.9695148
"1781","Porcupine","SD","South Dakota","SHANNON","Porcupine","Porcupine, South Dakota",-102.3294865,43.2411963
"1782","Scenic","SD","South Dakota","PENNINGTON","Scenic","Scenic, South Dakota",-102.5548661,43.7797143
"1783","Spearfish","SD","South Dakota","LAWRENCE","Spearfish","Spearfish, South Dakota",-103.8593698,44.4908172
"1784","Sturgis","SD","South Dakota","MEADE","Volunteer","Volunteer, South Dakota",-103.1329574,44.5119307
"1785","Vale","SD","South Dakota","BUTTE","Vale","Vale, South Dakota",-103.4021316,44.6202633
"1786","Wasta","SD","South Dakota","PENNINGTON","Gumbo","Gumbo, South Dakota",-99.9018131,43.9695148
"1787","Harwood","ND","North Dakota","CASS","Prosper","Prosper, North Dakota",-97.0198079,46.9630266
"1788","Kindred","ND","North Dakota","CASS","Kindred","Kindred, North Dakota",-97.0170323,46.6485779
"1789","Nome","ND","North Dakota","BARNES","Nome","Nome, North Dakota",-97.8103807,46.6777529
"1790","Page","ND","North Dakota","CASS","Page","Page, North Dakota",-97.5712038,47.1597055
"1791","Fargo","ND","North Dakota","CASS","Frontier","Frontier, North Dakota",-96.8331391,46.8005206
"1792","Cavalier","ND","North Dakota","PEMBINA","Cavalier","Cavalier, North Dakota",-97.6223098,48.7938813
"1793","Cavalier","ND","North Dakota","PEMBINA","Concrete","Concrete, North Dakota",-97.9345443,48.7455495
"1794","Forest River","ND","North Dakota","WALSH","Ops","Ops, North Dakota",-97.5970277,48.2277689
"1795","Mountain","ND","North Dakota","PEMBINA","Mountain","Mountain, North Dakota",-97.8650966,48.6877719
"1796","Agate","ND","North Dakota","ROLETTE","Agate","Agate, North Dakota",-99.4931974,48.6227795
"1797","Lakota","ND","North Dakota","NELSON","Lakota","Lakota, North Dakota",-98.3362149,48.0427767
"1798","Penn","ND","North Dakota","RAMSEY","Penn","Penn, North Dakota",-99.0907507,48.2210857
"1799","Rocklake","ND","North Dakota","TOWNER","Crocus","Crocus, North Dakota",-99.1615266,48.7088948
"1800","Rugby","ND","North Dakota","PIERCE","Rugby","Rugby, North Dakota",-99.9962463,48.3688876
"1801","Willow City","ND","North Dakota","BOTTINEAU","Overly","Overly, North Dakota",-100.150136,48.6819437
"1802","Jamestown","ND","North Dakota","STUTSMAN","Bloom","Bloom, North Dakota",-98.6128755,46.9163771
"1803","Jamestown","ND","North Dakota","STUTSMAN","Fried","Fried, North Dakota",-98.6578785,47.0458247
"1804","Dickey","ND","North Dakota","LAMOURE","Dickey","Dickey, North Dakota",-98.4678716,46.5369203
"1805","Fullerton","ND","North Dakota","DICKEY","Maple","Maple, North Dakota",-98.4523857,46.1556142
"1806","Jessie","ND","North Dakota","GRIGGS","Jessie","Jessie, North Dakota",-98.2381519,47.542218
"1807","Oakes","ND","North Dakota","DICKEY","Guelph","Guelph, North Dakota",-98.2359354,46.0227498
"1808","Oakes","ND","North Dakota","DICKEY","Glover","Glover, North Dakota",-98.1393142,46.2414812
"1809","Wing","ND","North Dakota","BURLEIGH","Wing","Wing, North Dakota",-100.2790017,47.1408239
"1810","Wing","ND","North Dakota","BURLEIGH","Arena","Arena, North Dakota",-100.1623319,47.1272114
"1811","Bismarck","ND","North Dakota","BURLEIGH","Bis","Bis, North Dakota",-100.7876931,46.8054947
"1812","Cannon Ball","ND","North Dakota","SIOUX","Cannonball","Cannonball, North Dakota",-100.5940114,46.3894387
"1813","Center","ND","North Dakota","OLIVER","Sanger","Sanger, North Dakota",-100.9954197,47.1797142
"1814","Flasher","ND","North Dakota","MORTON","Lark","Lark, North Dakota",-101.3962558,46.4530596
"1815","Flasher","ND","North Dakota","MORTON","Flasher","Flasher, North Dakota",-101.2326433,46.4561128
"1816","Mandan","ND","North Dakota","MORTON","Huff","Huff, North Dakota",-100.6517901,46.623883
"1817","Shields","ND","North Dakota","GRANT","Shields","Shields, North Dakota",-101.125987,46.2343699
"1818","Shields","ND","North Dakota","GRANT","Porcupine","Porcupine, North Dakota",-101.0987425,46.2188898
"1819","Zap","ND","North Dakota","MERCER","Zap","Zap, North Dakota",-101.9226704,47.2863966
"1820","Beach","ND","North Dakota","GOLDEN VALLEY","Trotters","Trotters, North Dakota",-103.9182588,47.3230711
"1821","Beach","ND","North Dakota","GOLDEN VALLEY","Beach","Beach, North Dakota",-104.0043728,46.9180689
"1822","Bowman","ND","North Dakota","BOWMAN","Griffin","Griffin, North Dakota",-103.5407462,46.2158398
"1823","Dodge","ND","North Dakota","DUNN","Dodge","Dodge, North Dakota",-102.2043422,47.30612
"1824","Killdeer","ND","North Dakota","DUNN","Killdeer","Killdeer, North Dakota",-102.9298601,47.4275676
"1825","Mott","ND","North Dakota","HETTINGER","Mott","Mott, North Dakota",-102.3271061,46.3725031
"1826","Regent","ND","North Dakota","HETTINGER","Regent","Regent, North Dakota",-102.555719,46.4216712
"1827","Sentinel Butte","ND","North Dakota","GOLDEN VALLEY","Sentinel","Sentinel, North Dakota",-103.6864522,46.9018044
"1828","Antler","ND","North Dakota","BOTTINEAU","Antler","Antler, North Dakota",-101.2823803,48.9708532
"1829","Butte","ND","North Dakota","MCLEAN","Butte","Butte, North Dakota",-100.6654187,47.8380585
"1830","Donnybrook","ND","North Dakota","WARD","Coulee","Coulee, North Dakota",-102.0115512,48.5453002
"1831","Donnybrook","ND","North Dakota","WARD","Donnybrook","Donnybrook, North Dakota",-101.8851618,48.509465
"1832","Lignite","ND","North Dakota","BURKE","Lignite","Lignite, North Dakota",-102.5629488,48.8775322
"1833","Max","ND","North Dakota","MCLEAN","Max","Max, North Dakota",-101.2987702,47.8211141
"1834","Maxbass","ND","North Dakota","BOTTINEAU","Dunning","Dunning, North Dakota",-101.0398782,48.7194654
"1835","Portal","ND","North Dakota","BURKE","Portal","Portal, North Dakota",-102.5496127,48.9958637
"1836","Surrey","ND","North Dakota","WARD","Surrey","Surrey, North Dakota",-101.1334901,48.2364001
"1837","Voltaire","ND","North Dakota","MCHENRY","Bergen","Bergen, North Dakota",-100.7145903,48.0016737
"1838","Cartwright","ND","North Dakota","MCKENZIE","Cartwright","Cartwright, North Dakota",-103.9263172,47.8597415
"1839","Zahl","ND","North Dakota","WILLIAMS","Hanks","Hanks, North Dakota",-103.8029812,48.6033613
"1840","Acton","MT","Montana","YELLOWSTONE","Molt","Molt, Montana",-108.9279306,45.8613366
"1841","Belfry","MT","Montana","CARBON","Belfry","Belfry, Montana",-109.0054219,45.1418915
"1842","Bighorn","MT","Montana","TREASURE","Bighorn","Bighorn, Montana",-107.2715769,45.3496574
"1843","Broadview","MT","Montana","YELLOWSTONE","Comanche","Comanche, Montana",-108.7734797,45.9977304
"1844","Busby","MT","Montana","BIG HORN","Busby","Busby, Montana",-106.9556075,45.5372052
"1845","Decker","MT","Montana","BIG HORN","Decker","Decker, Montana",-106.864257,45.0119224
"1846","Emigrant","MT","Montana","PARK","Emigrant","Emigrant, Montana",-110.7349943,45.368614
"1847","Emigrant","MT","Montana","PARK","Miner","Miner, Montana",-110.9085524,45.1991001
"1848","Fishtail","MT","Montana","STILLWATER","Fishtail","Fishtail, Montana",-109.5043916,45.4533854
"1849","Molt","MT","Montana","YELLOWSTONE","Molt","Molt, Montana",-108.9279306,45.8613366
"1850","Nye","MT","Montana","STILLWATER","Beehive","Beehive, Montana",-109.7207294,45.479109
"1851","Otter","MT","Montana","POWDER RIVER","Otter","Otter, Montana",-106.1999211,45.2063858
"1852","Pray","MT","Montana","PARK","Pray","Pray, Montana",-110.6819335,45.3799612
"1853","Roundup","MT","Montana","MUSSELSHELL","Roundup","Roundup, Montana",-108.5417999,46.445242
"1854","Shepherd","MT","Montana","YELLOWSTONE","Shepherd","Shepherd, Montana",-108.3423516,45.943568
"1855","Billings","MT","Montana","YELLOWSTONE","Billings","Billings, Montana",-108.5006904,45.7832856
"1856","Circle","MT","Montana","MCCONE","Circle","Circle, Montana",-105.588264,47.416417
"1857","Homestead","MT","Montana","SHERIDAN","Homestead","Homestead, Montana",-104.5388451,48.4211347
"1858","Outlook","MT","Montana","SHERIDAN","Outlook","Outlook, Montana",-104.7791175,48.8886573
"1859","Peerless","MT","Montana","DANIELS","Peerless","Peerless, Montana",-105.8314999,48.7820111
"1860","Poplar","MT","Montana","ROOSEVELT","Poplar","Poplar, Montana",-105.1983149,48.1130741
"1861","Savage","MT","Montana","RICHLAND","Savage","Savage, Montana",-104.3428382,47.4535457
"1862","Whitetail","MT","Montana","DANIELS","Whitetail","Whitetail, Montana",-105.1626389,48.8962155
"1863","Olive","MT","Montana","POWDER RIVER","Olive","Olive, Montana",-105.528047,45.5505503
"1864","Terry","MT","Montana","PRAIRIE","Terry","Terry, Montana",-105.3130039,46.792703
"1865","Belt","MT","Montana","CASCADE","Belt","Belt, Montana",-110.9276606,47.387186
"1866","Browning","MT","Montana","GLACIER","Browning","Browning, Montana",-113.0134175,48.5569174
"1867","Browning","MT","Montana","GLACIER","Blackfoot","Blackfoot, Montana",-112.8767441,48.5752534
"1868","Buffalo","MT","Montana","FERGUS","Straw","Straw, Montana",-109.7896313,46.8541272
"1869","Geyser","MT","Montana","JUDITH BASIN","Geyser","Geyser, Montana",-110.4932688,47.2591326
"1870","Ledger","MT","Montana","PONDERA","Ledger","Ledger, Montana",-111.8256609,48.2582636
"1871","Moccasin","MT","Montana","JUDITH BASIN","Moccasin","Moccasin, Montana",-109.9100286,47.0527741
"1872","Monarch","MT","Montana","CASCADE","Monarch","Monarch, Montana",-110.8385547,47.0982951
"1873","Power","MT","Montana","TETON","Power","Power, Montana",-111.6864697,47.715723
"1874","Sunburst","MT","Montana","TOOLE","Sunburst","Sunburst, Montana",-111.9105181,48.8832031
"1875","Chinook","MT","Montana","BLAINE","Chinook","Chinook, Montana",-109.2312312,48.5899222
"1876","Kremlin","MT","Montana","HILL","Kremlin","Kremlin, Montana",-110.0865991,48.5697169
"1877","Basin","MT","Montana","JEFFERSON","Basin","Basin, Montana",-112.2636205,46.2713177
"1878","Butte","MT","Montana","SILVER BOW","Rocker","Rocker, Montana",-112.6061371,46.0032593
"1879","Butte","MT","Montana","SILVER BOW","Butte","Butte, Montana",-112.5347776,46.0038232
"1880","Alder","MT","Montana","MADISON","Alder","Alder, Montana",-112.1072095,45.3238131
"1881","Anaconda","MT","Montana","DEER LODGE","Anaconda","Anaconda, Montana",-112.9478359,46.1262998
"1882","Anaconda","MT","Montana","DEER LODGE","Opportunity","Opportunity, Montana",-112.8280934,46.1071477
"1883","Dell","MT","Montana","BEAVERHEAD","Dell","Dell, Montana",-112.6972342,44.7229703
"1884","Divide","MT","Montana","SILVER BOW","Divide","Divide, Montana",-112.7108367,45.8140865
"1885","Pony","MT","Montana","MADISON","Pony","Pony, Montana",-111.8933013,45.6583507
"1886","Three Forks","MT","Montana","GALLATIN","Trident","Trident, Montana",-111.4766336,45.9474281
"1887","Wisdom","MT","Montana","BEAVERHEAD","Wisdom","Wisdom, Montana",-113.4508925,45.6179788
"1888","Heron","MT","Montana","SANDERS","Heron","Heron, Montana",-115.9690177,48.0579438
"1889","Whitefish","MT","Montana","FLATHEAD","Whitefish","Whitefish, Montana",-114.3352652,48.4106373
"1890","Golf","IL","Illinois","COOK","Golf","Golf, Illinois",-87.7837118,42.0593273
"1891","Palatine","IL","Illinois","COOK","Palatine","Palatine, Illinois",-88.03424,42.1103041
"1892","Algonquin","IL","Illinois","MCHENRY","Algonquin","Algonquin, Illinois",-88.2942493,42.1655801
"1893","Hampshire","IL","Illinois","KANE","Hampshire","Hampshire, Illinois",-88.5303643,42.0978027
"1894","Kingston","IL","Illinois","DEKALB","Herbert","Herbert, Illinois",-88.7762065,42.1547465
"1895","Lombard","IL","Illinois","DUPAGE","Lombard","Lombard, Illinois",-88.0078435,41.8800296
"1896","Marengo","IL","Illinois","MCHENRY","Coral","Coral, Illinois",-88.5645356,42.2172451
"1897","Lake In The Hills","IL","Illinois","MCHENRY","Algonquin","Algonquin, Illinois",-88.2942493,42.1655801
"1898","Kinsman","IL","Illinois","GRUNDY","Kinsman","Kinsman, Illinois",-88.569512,41.1897554
"1899","Hometown","IL","Illinois","COOK","Hometown","Hometown, Illinois",-87.7319495,41.7306407
"1900","Justice","IL","Illinois","COOK","Justice","Justice, Illinois",-87.8378337,41.7444765
"1901","Ransom","IL","Illinois","LA SALLE","Ransom","Ransom, Illinois",-88.6495133,41.1561445
"1902","Worth","IL","Illinois","COOK","Worth","Worth, Illinois",-87.7972754,41.6897548
"1903","La Grange","IL","Illinois","COOK","Countryside","Countryside, Illinois",-87.879523,41.766022
"1904","Lisle","IL","Illinois","DUPAGE","Lisle","Lisle, Illinois",-88.0747875,41.801141
"1905","Sandwich","IL","Illinois","DEKALB","Sandwich","Sandwich, Illinois",-88.6217432,41.6458634
"1906","Steward","IL","Illinois","LEE","Steward","Steward, Illinois",-89.0200933,41.8478069
"1907","Chicago","IL","Illinois","COOK","Clearing","Clearing, Illinois",-87.7690558,41.7779637
"1908","Chicago","IL","Illinois","COOK","Fleet","Fleet, Illinois",-89.3985283,40.6331249
"1909","Lincolnwood","IL","Illinois","COOK","Chi","Chi, Illinois",-87.6297982,41.8781136
"1910","Campus","IL","Illinois","LIVINGSTON","Campus","Campus, Illinois",-88.3061652,41.0233656
"1911","Iroquois","IL","Illinois","IROQUOIS","Iroquois","Iroquois, Illinois",-87.5819743,40.8275356
"1912","Dakota","IL","Illinois","STEPHENSON","Dakota","Dakota, Illinois",-89.526227,42.3886272
"1913","East Dubuque","IL","Illinois","JO DAVIESS","Menominee","Menominee, Illinois",-90.5331836,42.4877816
"1914","Garden Prairie","IL","Illinois","BOONE","Bonus","Bonus, Illinois",-88.7686382,42.2888095
"1915","Polo","IL","Illinois","OGLE","Polo","Polo, Illinois",-89.5792782,41.986141
"1916","Rochelle","IL","Illinois","OGLE","Kings","Kings, Illinois",-89.1059327,42.004195
"1917","Savanna","IL","Illinois","CARROLL","Savanna","Savanna, Illinois",-90.1567944,42.0944671
"1918","Winnebago","IL","Illinois","WINNEBAGO","Winnebago","Winnebago, Illinois",-89.2412202,42.2661311
"1919","Aledo","IL","Illinois","MERCER","Sunbeam","Sunbeam, Illinois",-90.7351388,41.1272578
"1920","Joy","IL","Illinois","MERCER","Joy","Joy, Illinois",-90.8804201,41.1967002
"1921","Orion","IL","Illinois","HENRY","Western","Western, Illinois",-90.6843599,40.4766148
"1922","Preemption","IL","Illinois","MERCER","Preemption","Preemption, Illinois",-90.5845796,41.3128123
"1923","Sherrard","IL","Illinois","MERCER","Cable","Cable, Illinois",-90.5073546,41.2839243
"1924","Thomson","IL","Illinois","CARROLL","Thomson","Thomson, Illinois",-90.0992924,41.9589158
